,ncbi,organism,pubmed
34,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000002425.3_V1.1,Mosses,/dbget-bin/www_bfind?T01041
35,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000002595.1_v3.0,Green algae,/dbget-bin/www_bfind?T01039
36,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000091205.1_ASM9120v1,Red algae,/dbget-bin/www_bfind?T00175
37,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000182925.2_NC12,Sordariomycetes,/dbget-bin/www_bfind?T01034
38,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000146945.1_ASM14694v1,Leotiomycetes,/dbget-bin/www_bfind?T01071
39,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000149205.1_ASM14920v1,Eurotiomycetes,/dbget-bin/www_bfind?T01016
40,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000146915.1_ASM14691v2,Dothideomycetes,/dbget-bin/www_bfind?T01161
41,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000151645.1_ASM15164v1,Pezizomycetes,/dbget-bin/www_bfind?T01282
42,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000002945.1_ASM294v2,Schizosaccharomycetes,/dbget-bin/www_bfind?T00076
43,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000091045.1_ASM9104v1,Basidiomycetes,/dbget-bin/www_bfind?T00243
44,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000091225.1_ASM9122v1,Microsporidians,/dbget-bin/www_bfind?T00105
45,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000208925.1_JCVI_ESG2_1.0,Entamoeba,/dbget-bin/www_bfind?T00238
46,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000313135.1_Acastellanii.strNEFF_v1,Acanthamoeba,/dbget-bin/www_bfind?T02667
47,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000189635.1_JCVI-TTA1-2.2,Ciliates,/dbget-bin/www_bfind?T01020
48,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000186865.1_v_1.0,Pelagophytes,/dbget-bin/www_bfind?T04134
49,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000240725.1_ASM24072v1,Eustigmatophytes,/dbget-bin/www_bfind?T02917
50,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000142945.1_ASM14294v1,Oomycetes,/dbget-bin/www_bfind?T01333
51,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0,Haptophyta,/dbget-bin/www_bfind?T02915
52,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000315625.1_Guith1,Cryptomonads,/dbget-bin/www_bfind?T02925
53,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000002435.1_GL2,Diplomonads,/dbget-bin/www_bfind?T01047
54,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010245.1_ASM1024v1,ecj,http://www.ncbi.nlm.nih.gov/pubmed/25399415
55,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019425.1_ASM1942v1,ecd,http://www.ncbi.nlm.nih.gov/pubmed/18245285
56,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022345.1_ASM2234v1,ebw,http://www.ncbi.nlm.nih.gov/pubmed/19376874
57,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000350185.1_ASM35018v1,ecok,
58,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006665.1_ASM666v1,ece,http://www.ncbi.nlm.nih.gov/pubmed/11206551
59,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008865.1_ASM886v1,ecs,http://www.ncbi.nlm.nih.gov/pubmed/11258796
60,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000021125.1_ASM2112v1,ecf,http://www.ncbi.nlm.nih.gov/pubmed/22135463
61,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022225.1_ASM2222v1,etw,http://www.ncbi.nlm.nih.gov/pubmed/19564389
62,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000262125.1_ASM26212v1,elx,http://www.ncbi.nlm.nih.gov/pubmed/22558360
63,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000091005.1_ASM9100v1,eoj,http://www.ncbi.nlm.nih.gov/pubmed/19815525
64,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010765.1_ASM1076v1,eoi,http://www.ncbi.nlm.nih.gov/pubmed/19815525
65,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010745.1_ASM1074v1,eoh,http://www.ncbi.nlm.nih.gov/pubmed/19815525
66,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026545.1_ASM2654v1,ecg,http://www.ncbi.nlm.nih.gov/pubmed/18952797
67,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025165.1_ASM2516v1,eok,http://www.ncbi.nlm.nih.gov/pubmed/20090843
68,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245515.1_ASM24551v1,elr,http://www.ncbi.nlm.nih.gov/pubmed/22328665
69,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007445.1_ASM744v1,ecc,http://www.ncbi.nlm.nih.gov/pubmed/12471157
70,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013305.1_ASM1330v1,ecp,http://www.ncbi.nlm.nih.gov/pubmed/16879640
71,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013265.1_ASM1326v1,eci,http://www.ncbi.nlm.nih.gov/pubmed/16585510
72,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000014845.1_ASM1484v1,ecv,http://www.ncbi.nlm.nih.gov/pubmed/17293413
73,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017765.1_ASM1776v1,ecx,http://www.ncbi.nlm.nih.gov/pubmed/18676672
74,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017745.1_ASM1774v1,ecw,http://www.ncbi.nlm.nih.gov/pubmed/18676672
75,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019645.1_ASM1964v1,ecm,http://www.ncbi.nlm.nih.gov/pubmed/18708504
76,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010385.1_ASM1038v1,ecy,http://www.ncbi.nlm.nih.gov/pubmed/18931093
77,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026265.1_ASM2626v1,ecr,http://www.ncbi.nlm.nih.gov/pubmed/19165319
78,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026305.1_ASM2630v1,ecq,http://www.ncbi.nlm.nih.gov/pubmed/19165319
79,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026245.1_ASM2624v1,eck,http://www.ncbi.nlm.nih.gov/pubmed/19165319
80,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026345.1_ASM2634v1,ect,http://www.ncbi.nlm.nih.gov/pubmed/19165319
81,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000227625.1_ASM22762v1,eoc,http://www.ncbi.nlm.nih.gov/pubmed/22123760
82,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026325.1_ASM2632v1,eum,http://www.ncbi.nlm.nih.gov/pubmed/19165319
83,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026285.1_ASM2628v1,ecz,http://www.ncbi.nlm.nih.gov/pubmed/19165319
84,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000027125.1_ASM2712v1,elo,http://www.ncbi.nlm.nih.gov/pubmed/20098708
85,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000183345.1_ASM18334v1,eln,http://www.ncbi.nlm.nih.gov/pubmed/21108814
86,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000210475.1_ASM21047v1,elh,http://www.ncbi.nlm.nih.gov/pubmed/20802035
87,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000010485.1_ASM1048v1,ese,http://www.ncbi.nlm.nih.gov/pubmed/20008064
88,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299475.1_ASM29947v1,eso,http://www.ncbi.nlm.nih.gov/pubmed/23133618
89,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000299255.1_ASM29925v1,esm,http://www.ncbi.nlm.nih.gov/pubmed/23133618
90,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000299455.1_ASM29945v1,esl,http://www.ncbi.nlm.nih.gov/pubmed/23133618
91,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000019385.1_ASM1938v1,ecl,
92,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000017985.1_ASM1798v1,ebr,http://www.ncbi.nlm.nih.gov/pubmed/19786035
93,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023665.1_ASM2366v1,ebd,
94,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000147855.3_ASM14785v3,eko,
95,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258025.1_ASM25802v1,ekf,http://www.ncbi.nlm.nih.gov/pubmed/22075923
96,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148365.1_ASM14836v1,eab,http://www.ncbi.nlm.nih.gov/pubmed/20865122
97,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000023365.1_ASM2336v1,edh,
98,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000270105.1_ASM27010v1,edj,http://www.ncbi.nlm.nih.gov/pubmed/21611185
99,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000025745.1_ASM2574v1,eih,http://www.ncbi.nlm.nih.gov/pubmed/20439758
100,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000214765.2_ASM21476v2,ena,http://www.ncbi.nlm.nih.gov/pubmed/21685291
101,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000148605.1_ASM14860v1,elu,http://www.ncbi.nlm.nih.gov/pubmed/21075930
102,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000212715.2_ASM21271v2,eun,http://www.ncbi.nlm.nih.gov/pubmed/22081385
103,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000184185.1_ASM18418v1,elw,http://www.ncbi.nlm.nih.gov/pubmed/21208457
104,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258145.1_ASM25814v1,ell,http://www.ncbi.nlm.nih.gov/pubmed/22075923
105,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000233895.1_ASM23389v1,elc,http://www.ncbi.nlm.nih.gov/pubmed/22046404
106,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000233875.1_ASM23387v1,eld,http://www.ncbi.nlm.nih.gov/pubmed/22046404
107,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000257275.1_ASM25727v1,elp,http://www.ncbi.nlm.nih.gov/pubmed/22287625
108,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022665.2_ASM2266v1,ebl,http://www.ncbi.nlm.nih.gov/pubmed/19786035
109,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009565.2_ASM956v1,ebe,
110,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000284495.1_ASM28449v1,elf,http://www.ncbi.nlm.nih.gov/pubmed/20862302
111,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000332755.1_ASM33275v1,ecoa,http://www.ncbi.nlm.nih.gov/pubmed/23516182
112,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000468515.1_ASM46851v1,ecol,http://www.ncbi.nlm.nih.gov/pubmed/25063650
113,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000493595.1_EcoPMV1,ecoi,http://www.ncbi.nlm.nih.gov/pubmed/24158560
114,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000493755.1_ASM49375v1,ecoj,http://www.ncbi.nlm.nih.gov/pubmed/24309736
115,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000520035.1_ASM52003v1,ecoo,http://www.ncbi.nlm.nih.gov/pubmed/24410921
116,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000520055.1_ASM52005v1,ecoh,http://www.ncbi.nlm.nih.gov/pubmed/24410921
117,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026225.1_ASM2622v1,efe,http://www.ncbi.nlm.nih.gov/pubmed/19165319
118,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000512125.1_ASM51212v1,eal,http://www.ncbi.nlm.nih.gov/pubmed/24482506
119,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007545.1_ASM754v1,stt,http://www.ncbi.nlm.nih.gov/pubmed/12644504
120,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000245535.1_ASM24553v1,sex,http://www.ncbi.nlm.nih.gov/pubmed/22461552
121,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000385905.1_ASM38590v1,sent,http://www.ncbi.nlm.nih.gov/pubmed/23969054
122,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000006945.1_ASM694v1,stm,http://www.ncbi.nlm.nih.gov/pubmed/11677609
123,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022165.1_ASM2216v1,seo,http://www.ncbi.nlm.nih.gov/pubmed/19897643
124,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000027025.1_ASM2702v1,sev,http://www.ncbi.nlm.nih.gov/pubmed/19901036
125,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000210855.2_ASM21085v2,sey,http://www.ncbi.nlm.nih.gov/pubmed/22538806
126,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000283735.1_ASM28373v1,sem,http://www.ncbi.nlm.nih.gov/pubmed/21098248
127,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000213635.1_ASM21363v1,sej,http://www.ncbi.nlm.nih.gov/pubmed/21622747
128,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000188735.1_ASM18873v1,seb,http://www.ncbi.nlm.nih.gov/pubmed/21478351
129,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000252875.1_ASM25287v1,sef,http://www.ncbi.nlm.nih.gov/pubmed/22937065
130,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000380325.1_ASM38032v1,setu,http://www.ncbi.nlm.nih.gov/pubmed/23887910
131,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430145.3_ASM43014v3,setc,http://www.ncbi.nlm.nih.gov/pubmed/24356834
132,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430165.1_ASM43016v1,seen,
133,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000493535.1_DT2,senr,http://www.ncbi.nlm.nih.gov/pubmed/23982073
134,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000493675.1_DT104,send,http://www.ncbi.nlm.nih.gov/pubmed/24030491
135,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000636135.1_ASM63613v1,seni,http://www.ncbi.nlm.nih.gov/pubmed/24719441
136,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000011885.1_ASM1188v1,spt,http://www.ncbi.nlm.nih.gov/pubmed/15531882
137,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000026565.1_ASM2656v1,sek,http://www.ncbi.nlm.nih.gov/pubmed/19159446
138,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018705.1_ASM1870v1,spq,
139,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018385.1_ASM1838v1,sei,http://www.ncbi.nlm.nih.gov/pubmed/19229335
140,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000008105.1_ASM810v1,sec,http://www.ncbi.nlm.nih.gov/pubmed/15781495
141,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020705.1_ASM2070v1,seh,http://www.ncbi.nlm.nih.gov/pubmed/21602358
142,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000258365.1_ASM25836v1,shb,http://www.ncbi.nlm.nih.gov/pubmed/22689230
143,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430085.2_ASM43008v2,senh,http://www.ncbi.nlm.nih.gov/pubmed/24903882
144,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430105.1_ASM43010v1,seeh,http://www.ncbi.nlm.nih.gov/pubmed/24732280
145,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016045.1_ASM1604v1,see,http://www.ncbi.nlm.nih.gov/pubmed/21602358
146,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000442415.1_ASM44241v1,senn,
147,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020745.1_ASM2074v1,sew,http://www.ncbi.nlm.nih.gov/pubmed/21602358
148,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020885.1_ASM2088v1,sea,http://www.ncbi.nlm.nih.gov/pubmed/21602358
149,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000503845.1_ASM50384v1,sens,http://www.ncbi.nlm.nih.gov/pubmed/24459278
150,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000020925.1_ASM2092v1,sed,http://www.ncbi.nlm.nih.gov/pubmed/21602358
151,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009525.1_ASM952v1,seg,http://www.ncbi.nlm.nih.gov/pubmed/18583645
152,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000235545.1_ASM23554v1,sel,http://www.ncbi.nlm.nih.gov/pubmed/22247537
153,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000462995.1_ASM46299v1,sega,
154,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000009505.1_ASM950v1,set,http://www.ncbi.nlm.nih.gov/pubmed/18583645
155,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000623755.1_ASM62375v1,sena,http://www.ncbi.nlm.nih.gov/pubmed/24786953
156,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000623775.1_ASM62377v1,seno,http://www.ncbi.nlm.nih.gov/pubmed/24786953
157,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000623795.1_ASM62379v1,senv,http://www.ncbi.nlm.nih.gov/pubmed/24786953
158,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000626155.1_ASM62615v1,senq,http://www.ncbi.nlm.nih.gov/pubmed/24786953
159,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000750475.1_ASM75047v1,senl,http://www.ncbi.nlm.nih.gov/pubmed/25156331
160,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000341425.1_ASM34142v1,senj,http://www.ncbi.nlm.nih.gov/pubmed/23516208
161,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000430125.1_ASM43012v1,seec,http://www.ncbi.nlm.nih.gov/pubmed/25359917
162,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000439415.1_ASM43941v1,seeb,
163,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000444445.1_ASM44444v1,seep,http://www.ncbi.nlm.nih.gov/pubmed/25394606
164,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000499465.2_SB3114,senb,http://www.ncbi.nlm.nih.gov/pubmed/24244782
165,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000473275.1_ASM47327v1,sene,http://www.ncbi.nlm.nih.gov/pubmed/24233585
166,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000486405.2_ASM48640v2,senc,http://www.ncbi.nlm.nih.gov/pubmed/24158624
167,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018625.1_ASM1862v1,ses,
168,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000252995.1_ASM25299v1,sbg,http://www.ncbi.nlm.nih.gov/pubmed/21876672
169,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000439255.1_ASM43925v1,sbz,http://www.ncbi.nlm.nih.gov/pubmed/23969046
170,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000709535.1_ASM70953v1,sbv,http://www.ncbi.nlm.nih.gov/pubmed/24928416
171,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000006645.1_ASM664v1,ypk,http://www.ncbi.nlm.nih.gov/pubmed/12142430
172,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013825.1_ASM1382v1,ypa,http://www.ncbi.nlm.nih.gov/pubmed/16740952
173,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000013805.1_ASM1380v1,ypn,http://www.ncbi.nlm.nih.gov/pubmed/16740952
174,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000007885.1_ASM788v1,ypm,http://www.ncbi.nlm.nih.gov/pubmed/15368893
175,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000016445.1_ASM1644v1,ypp,http://www.ncbi.nlm.nih.gov/pubmed/17966401
176,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000018805.1_ASM1880v1,ypg,http://www.ncbi.nlm.nih.gov/pubmed/20061468
177,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022845.1_ASM2284v1,ypz,http://www.ncbi.nlm.nih.gov/pubmed/20453098
178,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000222975.1_ASM22297v1,ypt,
179,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022805.1_ASM2280v1,ypd,http://www.ncbi.nlm.nih.gov/pubmed/20453098
180,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000022825.1_ASM2282v1,ypx,http://www.ncbi.nlm.nih.gov/pubmed/20453098
181,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000186725.1_ASM18672v1,yph,
